BLZ;Institutsname;BIC
61140071;Commerzbank Esslingen;COBADEFFXXX
61150020;Kr Spk Esslingen-Nürtingen;ESSLDE66XXX
61150185;BW-Bank/LBBW Esslingen;SOLADEST840
61161696;VB Filder;GENODES1NHB
61170024;Deutsche Bank PGK Esslingen;DEUTDEDB611
61170076;Deutsche Bank Esslingen;DEUTDESS611
61180004;Commerzbank Esslingen;DRESDEFF611
61190110;Volksbank Esslingen;GENODES1ESS
61191310;Volksbank Plochingen;GENODES1VBP
61240048;Commerzbank NT F-N48;COBADEFFXXX
61261213;Raiffeisenbank Teck -alt-;GENODES1TEC
61261339;VR Bank Hohenneuffen-Teck;GENODES1HON
61262258;Genossenschaftsbank;GENODES1WLF
61262345;Bernhauser Bank;GENODES1BBF
61281007;Commerzbank Kirchheim;DRESDEFF612
61290120;VB Kirchheim-Nürtingen;GENODES1NUE
61340079;Commerzbank Schwäb Gmünd;COBADEFFXXX
61361722;Raiffeisenbank Rosenstein;GENODES1HEU
61361975;Raiffeisenbank Mutlangen;GENODES1RML
61370024;Deutsche Bank PGK Schwäb Gm;DEUTDEDB613
61370086;Deutsche Bank Schwäb Gmünd;DEUTDESS613
61390140;Volksbank Schwäbisch Gmünd;GENODES1VGD
61391410;Volksbank Welzheim;GENODES1WEL
61420086;UniCredit Bank-HypoVereinbk;HYVEDEMM272
61440086;Commerzbank Aalen Württ;COBADEFFXXX
61450050;Kreissparkasse Ostalb;OASPDE6AXXX
61450191;BW-Bank/LBBW Aalen;SOLADEST420
61480001;Commerzbank Aalen Württ;DRESDEFF614
61490150;VR-Bank Aalen;GENODES1AAV
61491010;VR-Bank Ellwangen;GENODES1ELL
62020000;Hoerner-Bank Heilbronn;HOEBDE61XXX
62020100;FGA Bank Heilbronn Neckar;FBHNDE61XXX
62040060;Commerzbank Heilbronn;COBADEFFXXX
62050000;Kr Spk Heilbronn;HEISDE66XXX
62050181;BW-Bank/LBBW Heilbronn;SOLADEST400
62061991;Volksbank Sulmtal;GENODES1VOS
62062215;VB Beilstein-Ilsfeld-Abstat;GENODES1BIA
62062643;Volksbank Flein-Talheim;GENODES1VFT
62063263;VBU Volksbank im Unterland;GENODES1VLS
62070024;Deutsche Bank PGK Heilbronn;DEUTDEDB620
62070081;Deutsche Bank Heilbronn;DEUTDESS620
62080012;Commerzbank Heilbronn;DRESDEFF620
62090100;Volksbank Heilbronn;GENODES1VHN
62091400;VB Brackenheim-Güglingen;GENODES1VBR
62091600;VB Möckmühl-Neuenstadt;GENODES1VMN
62091800;Volksbank Hohenlohe;GENODES1VHL
62220000;Bauspk Schwäbisch Hall;BSHHDE61XXX
62240048;Commerzbank SH F-S48;COBADEFFXXX
62250030;Sparkasse Schwäbisch Hall;SOLADES1SHA
62250182;BW-Bank/LBBW Schwäb. Hall;SOLADEST416
62251550;Sparkasse Hohenlohekreis;SOLADES1KUN
62280012;Commerzbank Schwäb Hall;DRESDEFF622
62290110;VR Bk Schwäb. Hall-Crailsh.;GENODES1SHA
62291020;Crailsheimer VB -alt-;GENODES1CRV
62391010;VB Bad Mergentheim -alt-;GENODES1VBM
62391420;Volksbank Vorbach-Tauber;GENODES1VVT
63000000;BBk Ulm, Donau;MARKDEF1630
63010111;SEB Ulm Donau;ESSEDE5F630
63020086;UniCredit Bank-HypoVereinbk;HYVEDEMM461
63040053;Commerzbank Ulm Donau;COBADEFFXXX
63050000;Sparkasse Ulm;SOLADES1ULM
63050181;BW-Bank/LBBW Ulm;SOLADEST440
63061486;VR-Bank Langenau-Ulmer Alb;GENODES1LBK
63070024;Deutsche Bank PGK Ulm Donau;DEUTDEDB630
63070088;Deutsche Bank Ulm Donau;DEUTDESS630
63080015;Commerzbank Ulm Donau;DRESDEFF630
63080085;Commerzbank ITGK1 Ulm;DRESDEFFI59
63090100;Volksbank Ulm-Biberach;ULMVDE66XXX
63091010;Donau-Iller Bank;GENODES1EHI
63091200;Volksbank Blaubeuren;GENODES1BLA
63091300;Volksbank Laichinger Alb;GENODES1LAI
63220090;UniCredit Bank-HypoVereinbk;HYVEDEMM271
63240016;Commerzbank Heidenheim;COBADEFFXXX
63250030;Kr Spk Heidenheim;SOLADES1HDH
63290110;Heidenheimer Volksbank;GENODES1HDH
63291210;Giengener Volksbank -alt-;GENODES1GVB
64000000;BBk Reutlingen;MARKDEF1640
64020186;UniCredit Bank-HypoVereinbk;HYVEDEMM374
64040033;Commerzbank Reutlingen;COBADEFFXXX
64040045;Commerzbank Metzingen Würt;COBADEFFXXX
64050000;Kr Spk Reutlingen;SOLADES1REU
64050181;BW-Bank/LBBW Reutlingen;SOLADEST460
64061854;VR Steinlach-Wiesaz-Härten;GENODES1STW
64070024;Deutsche Bank PGK Reutlinge;DEUTDEDB640
64070085;Deutsche Bank Reutlingen;DEUTDESS640
64080014;Commerzbank Reutlingen;DRESDEFF640
64090100;Volksbank Reutlingen;VBRTDE6RXXX
64091200;VB Metzingen-Bad Urach;GENODES1MTZ
64091300;Volksbank Münsingen;GENODES1MUN
64140036;Commerzbank Tübingen;COBADEFFXXX
64150020;Kr Spk Tübingen;SOLADES1TUB
64150182;BW-Bank/LBBW Tübingen;SOLADEST470
64161397;Volksbank Ammerbuch;GENODES1AMM
64161608;Raiffbk Härten -alt-;GENODES1RHK
64161956;Volksbank Mössingen -alt-;GENODES1VMO
64163225;Volksbank Hohenzollern;GENODES1VHZ
64180014;Commerzbank Tübingen;DRESDEFF641
64190110;Volksbank Tübingen;GENODES1TUE
64191030;Volksbank Nagoldtal -alt-;GENODES1NAG
64191210;Volksbank Altensteig -alt-;
64191700;Volksbank Horb -alt-;GENODES1HOR
64232000;Faißtbank Schramberg;
64240048;Commerzbank TR F-T48;COBADEFFXXX
64240071;Commerzbank Rottweil;COBADEFFXXX
64250040;Kr Spk Rottweil;SOLADES1RWL
64251060;Kr Spk Freudenstadt;SOLADES1FDS
64261363;VB Baiersbronn Murgtal;GENODES1BAI
64261626;Murgtalbank -alt-;GENODES1MMO
64261853;Volksbank Nordschwarzwald;GENODES1PGW
64262408;Volksbank Dornstetten;GENODES1VDS
64290120;Volksbank Rottweil;GENODES1VRW
64291010;VB Horb-Freudenstadt;GENODES1FDS
64291420;Volksbank Deisslingen;GENODES1VDL
64292020;VB Schwarzwald-Neckar;GENODES1SBG
64292310;Volksbank Trossingen;GENODES1TRO
64350070;Kr Spk Tuttlingen;SOLADES1TUT
64361359;Raiffbk Donau-Heuberg;GENODES1RDH
64380011;Commerzbank Tuttlingen;DRESDEFF643
64390130;Volksbank Donau-Neckar;GENODES1TUT
64450288;BW-Bank/LBBW Vill.-Schwen.;SOLADEST480
65020186;UniCredit Bank-HypoVereinbk;HYVEDEMM588
65040073;Commerzbank Ravensburg;COBADEFFXXX
65050110;Kr Spk Ravensburg;SOLADES1RVB
65050281;BW-Bank/LBBW Ravensburg;SOLADEST450
65061219;Raiffbk Aulendorf;GENODES1AUL
65062577;Raiffeisenbank Ravensburg;GENODES1RRV
65062793;Raiffbk Vorallgäu -alt-;GENODES1AMZ
65063086;Raiffeisenbank Bad Saulgau;GENODES1SAG
65070024;Deutsche Bank PGK Ravensbur;DEUTDEDB650
65070084;Deutsche Bank Ravensburg;DEUTDESS650
65080009;Commerzbank Ravensburg;DRESDEFF650
65090100;Volksbank Ravensburg -alt-;ULMVDE66XXX
65091040;Leutkircher Bank;GENODES1LEU
65091300;Bad Waldseer Bank -alt-;GENODES1BWB
65091600;Volksbank Weingarten;GENODES1VWG
65092010;VB Allgäu-West;GENODES1WAN
65092200;Volksbank Altshausen;GENODES1VAH
65093020;VB Bad Saulgau;GENODES1SLG
65110200;Int Bkhaus Bodensee;IBBFDE81XXX
65140072;Commerzbank Friedrichshafen;COBADEFFXXX
65161497;Genossenschaftsbank;GENODES1GMB
65162832;Raiffbk Oberteuringen;GENODES1OTE
65180005;Commerzbank Friedrichshfn;DRESDEFF651
65190110;Volksbank Friedrichshafen;GENODES1VFN
65191500;Volksbank Tettnang;GENODES1TET
65310111;SEB Albstadt;ESSEDE5F653
65340004;Commerzbank Albstadt;COBADEFFXXX
65341204;Commerzbank Balingen;COBADEFFXXX
65350186;BW-Bank/LBBW Albstadt;SOLADEST476
65351050;Ld Bk Kr Spk Sigmaringen;SOLADES1SIG
65351260;Spk Zollernalb;SOLADES1BAL
65361469;Volksbank Heuberg;GENODES1HBM
65361898;Winterlinger Bank;GENODES1WLB
65361989;Onstmettinger Bank;GENODES1ONS
65362499;Raiffbk Geislingen-Rosenf;GENODES1GEI
65370024;Deutsche Bank PGK Albstadt;DEUTDEDB653
65370075;Deutsche Bank Albstadt;DEUTDESS653
65380003;Commerzbank Albstadt;DRESDEFF653
65390120;Volksbank Albstadt;GENODES1EBI
65391210;Volksbank Balingen;GENODES1BAL
65392030;Volksbank Tailfingen -alt-;GENODES1TAI
65440087;Commerzbank Biberach Riß;COBADEFFXXX
65450070;Kr Spk Biberach;SBCRDE66XXX
65461878;Raiffbk Risstal;GENODES1WAR
65462231;Raiffbk Illertal -alt-;GENODES1ERO
65491320;VR Laupheim-Illertal;GENODES1VBL
65491510;VB-Raiffbk Riedlingen;GENODES1VRR
66000000;BBk Karlsruhe;MARKDEF1660
66010075;Postbank Karlsruhe;PBNKDEFFXXX
66010111;SEB Karlsruhe;ESSEDE5F660
66010200;Deutsche Bauspk Badenia;BBSPDE6KXXX
66010700;L-Bank;LKBWDE6KXXX
66020020;BW Bank Karlsruhe;SOLADEST663
66020286;UniCredit Bank-HypoVereinbk;HYVEDEMM475
66020500;Bank für Sozialwirtschaft;BFSWDE33KRL
66030600;Isbank Karlsruhe;ISBKDEFXKRL
66040018;Commerzbank Karlsruhe;COBADEFFXXX
66040026;Commerzbank Karlsruhe;COBADEFFXXX
66050000;Landesbank Baden-Württ;SOLADEST660
66050101;Spk Karlsruhe Ettlingen;KARSDE66XXX
66051220;Sparkasse Ettlingen -alt-;SOLADES1ETT
66060000;DZ BANK;GENODE6KXXX
66060300;Spar- und Kreditbank;GENODE61KA3
66060800;EKK Karlsruhe -alt-;GENODEF1EK5
66061059;VB Stutensee Hardt -alt-;GENODE61SBA
66061407;Spar- u Kreditbk Rheinstett;GENODE61RH2
66061724;VB Stutensee-Weingarten;GENODE61WGA
66062138;Spar- u Kreditbank Hardt;GENODE61EGG
66062366;Raiffbk Hardt-Bruhrain;GENODE61DET
66069103;Raiffeisenbank Elztal;GENODE61ELZ
66069104;Spar- u Kreditbk Dauchingen;GENODE61DAC
66069342;Volksbank Krautheim;GENODE61KTH
66070004;Deutsche Bank Karlsruhe;DEUTDESM660
66070024;Deutsche Bank PGK Karlsruhe;DEUTDEDB660
66080052;Commerzbank Karlsruhe;DRESDEFF660
66090621;apoBank Karlsruhe;DAAEDED1021
66090800;BBBank Karlsruhe;GENODE61BBB
66090900;PSD Bank Karlsruhe-Neustadt;GENODEF1P10
66091200;Volksbank Ettlingen;GENODE61ETT
66190000;Volksbank Karlsruhe;GENODE61KA1
66240002;Commerzbank Baden-Baden;COBADEFFXXX
66250030;Spk Baden-Baden Gaggenau;SOLADES1BAD
66251434;Sparkasse Bühl;SOLADES1BHL
66261092;Spar-u Kreditbank Bühlertal;GENODE61BHT
66261416;Raiffeisenbank Altschweier;GENODE61ALR
66270001;Deutsche Bank Baden-Baden;DEUTDESM662
66270024;Deutsche Bank PGK Baden-Bad;DEUTDEDB662
66280053;Commerzbank Baden-Baden;DRESDEFF662
66290000;Volksbank Baden-Bdn Rastatt;VBRADE6KXXX
66291300;Volksbank Achern;GENODE61ACH
66291400;Volksbank Bühl;GENODE61BHL
66340018;Commerzbank Bruchsal;COBADEFFXXX
66350036;Spk Kraichgau;BRUSDE66XXX
66390000;VB Bruchsal-Bretten -alt-;GENODE61BRU
66391200;VB Bruchsal-Bretten;GENODE61BTT
66391600;VB Bruhrain-Kraich-Hardt;GENODE61ORH
66432700;Faißtbank Wolfach;FAITDE66XXX
66440084;Commerzbank Offenburg;COBADEFFXXX
66450050;Sparkasse Offenburg/Ortenau;SOLADES1OFG
66451346;Spk Gengenbach;SOLADES1GEB
66451548;Spk Haslach-Zell;SOLADES1HAL
66451862;Spk Hanauerland Kehl;SOLADES1KEL
66452776;Spk Wolfach;SOLADES1WOF
66470024;Deutsche Bank PGK Offenburg;DEUTDEDB968
66470035;Deutsche Bank Offenburg;DEUTDE6F664
66490000;Volksbank Offenburg;GENODE61OG1
66491800;Volksbank Bühl;
66492600;VB Appenweier -alt-;GENODE61APP
66492700;VB Kinzigtal Wolfach;GENODE61KZT
66550070;Sparkasse Rastatt-Gernsbach;SOLADES1RAS
66562053;Rb Südhardt Durmersheim;GENODE61DUR
66562300;VR-Bank Mittelb Iffezheim;GENODE61IFF
66610111;SEB Pforzheim;ESSEDE5F666
66640035;Commerzbank Pforzheim;COBADEFFXXX
66650085;Sparkasse Pforzheim Calw;PZHSDE66XXX
66661244;Raiffeisenbank Bauschlott;GENODE61NBT
66661329;Raiffeisenbank Kieselbronn;GENODE61KBR
66661454;VR Bank im Enzkreis;GENODE61NFO
66662155;Raiffeisenbank Ersingen;GENODE61ERS
66662220;Volksbank Stein Eisingen;GENODE61KBS
66670006;Deutsche Bank Pforzheim;DEUTDESM666
66670024;Deutsche Bank PGK Pforzheim;DEUTDEDB666
66680013;Commerzbank Pforzheim;DRESDEFF666
66690000;Volksbank Pforzheim;VBPFDE66XXX
66692300;VB Wilferdingen-Keltern;GENODE61WIR
66762332;Raiffbk Kraichgau;GENODE61KIR
66762433;Raiffeisenbank Neudenau;GENODE61NEU
67010111;SEB Mannheim;ESSEDE5F670
67020190;UniCredit Bank-HypoVereinbk;HYVEDEMM489
67040031;Commerzbank Mannheim;COBADEFFXXX
67040060;Commerzbank CC Mannheim;COBADEFFXXX
67040061;Commerzbank CC Mannheim;COBADEFFXXX
67040085;Commerzbank Gf WK, Mannheim;COBADEFFXXX
67050505;Spk Rhein Neckar Nord;MANSDE66XXX
67051203;Spk Hockenheim;SOLADES1HOC
67060031;Volksbank Ma-Sandhofen;GENODE61MA3
67070010;Deutsche Bank Mannheim;DEUTDESMXXX
67070024;Deutsche Bank PGK Mannheim;DEUTDEDBMAN
67080050;Commerzbank Mannheim;DRESDEFF670
67080085;Commerzbank ITGK2 Mannh;DRESDEFFI60
67080086;Commerzbank ITGK3 Mannh;DRESDEFFI61
67089440;Commerzbank ITGK Mannheim;DRESDEFFI22
67090000;VR Bank Rhein-Neckar;GENODE61MA2
67090617;apoBank Mannheim;DAAEDED1017
67092300;Volksbank Weinheim;GENODE61WNM
67210111;SEB Heidelberg;ESSEDE5F672
67220286;UniCredit Bank-HypoVereinbk;HYVEDEMM479
67230000;MLP FDL;MLPBDE61XXX
67230001;MLP FDL Zw CS;MLPBDE61001
67240039;Commerzbank Heidelberg;COBADEFFXXX
67250020;Spk Heidelberg;SOLADES1HDB
67262243;Raiff Privatbk Wiesloch;GENODE61WIB
67262550;Volksbank Rot St Leon-Rot;GENODE61LRO
67270003;Deutsche Bank Heidelberg;DEUTDESM672
67270024;Deutsche Bank PGK Heidelber;DEUTDEDB672
67280051;Commerzbank Heidelberg;DRESDEFF672
67290000;Heidelberger Volksbank;GENODE61HD1
67290100;Volksbank Kurpfalz H+G Bank;GENODE61HD3
67291700;Volksbank Neckartal;GENODE61NGD
67291900;Volksbank Kraichgau -alt-;GENODE61SSH
67292200;Volksbank Kraichgau;GENODE61WIE
67352565;Spk Tauberfranken;SOLADES1TBB
67362560;Volksbank Tauber -alt-;GENODE61TBB
67390000;VB Main-Tauber;GENODE61WTH
67450048;Spk Neckartal-Odenwald;SOLADES1MOS
67460041;Volksbank Mosbach;GENODE61MOS
67461424;Volksbank Franken Buchen;GENODE61BUC
67461733;Volksbank Kirnau;GENODE61RNG
67462368;Volksbank Limbach;GENODE61LMB
67462480;Raiffbk Schefflenz -alt-;GENODE61SOB
68000000;BBk Freiburg im Breisgau;MARKDEF1680
68010111;SEB Freiburg Breisgau;ESSEDE5F680
68020186;UniCredit Bank-HypoVereinbk;HYVEDEMM357
68030000;Bankhaus E Mayer Freiburg B;BKMADE61XXX
68040007;Commerzbank Freiburg i Br;COBADEFFXXX
68050101;Spk Freiburg-Nördl Breisgau;FRSPDE66XXX
68051004;Spk Hochschwarzwald T-Neust;SOLADES1HSW
68051207;Spk Bonndorf-Stühlingen;SOLADES1BND
68052230;Spk St. Blasien;SOLADES1STB
68052328;Spk Staufen-Breisach;SOLADES1STF
68052863;Spk Schönau-Todtnau;SOLADES1SCH
68061505;Volksbank Breisgau-Süd;GENODE61IHR
68062105;Raiffbk Denzlingen-Sexau;GENODE61DEN
68062730;Raiffbk Wyhl Kaiserstuhl;GENODE61WYH
68063479;Raiffeisenbank Kaiserstuhl;GENODE61VOK
68064222;Raiffeisenbank Gundelfingen;GENODE61GUN
68070024;Deutsche Bank PGK Freiburg;DEUTDEDBFRE
68070030;Deutsche Bank Freiburg;DEUTDE6FXXX
68080030;Commerzbank Freiburg;DRESDEFF680
68080031;Commerzbank Zw Ms Freibg;DRESDEFFI44
68080085;Commerzbank ITGK1 Freibrg;DRESDEFFI62
68080086;Commerzbank ITGK2 Freibrg;DRESDEFFJ22
68090000;Volksbank Freiburg;GENODE61FR1
68090622;apoBank Freiburg;DAAEDED1022
68090900;PSD Bank RheinNeckarSaar;GENODEF1P07
68091900;Volksbank Müllheim;GENODE61MHL
68092000;VB Breisgau Nord;GENODE61EMM
68092300;Volksbank Staufen;GENODE61STF
68270024;Deutsche Bank PGK Lahr;DEUTDEDB682
68270033;Deutsche Bank Lahr Schwarzw;DEUTDE6F682
68290000;Volksbank Lahr;GENODE61LAH
68310111;SEB Lörrach;ESSEDE5F683
68340058;Commerzbank Lörrach;COBADEFFXXX
68350048;Sparkasse Lörrach-Rheinfeld;SKLODE66XXX
68351557;Sparkasse Schopfheim-Zell;SOLADES1SFH
68351865;Sparkasse Markgräflerland;SOLADES1MGL
68351976;Spk Zell Wiesental -alt-;SOLADES1ZLW
68370024;Deutsche Bank PGK Lörrach;DEUTDEDB683
68370034;Deutsche Bank Lörrach;DEUTDE6F683
68390000;VB Dreiländereck Lörrach;VOLODE66XXX
68391500;VR Bank;GENODE61SPF
68452290;Sparkasse Hochrhein;SKHRDE6WXXX
68462427;VB Klettgau-Wutöschingen;GENODE61WUT
68490000;Volksbank Rhein-Wehra;GENODE61BSK
68491500;Volksbank Jestetten -alt-;GENODE61JES
68492200;Volksbank Hochrhein;GENODE61WT1
69010111;SEB Konstanz;ESSEDE5F690
69020190;UniCredit Bank-HypoVereinbk;HYVEDEMM591
69040045;Commerzbank Konstanz;COBADEFFXXX
69050001;Sparkasse Bodensee;SOLADES1KNZ
69051410;Bez Spk Reichenau;SOLADES1REN
69051620;Spk Pfullendorf-Meßkirch;SOLADES1PFD
69051725;Spk Salem-Heiligenberg;SOLADES1SAL
69061800;Volksbank Überlingen;GENODE61UBE
69070024;Deutsche Bank PGK Konstanz;DEUTDEDB690
69070032;Deutsche Bank Konstanz;DEUTDE6F690
69091200;Hagnauer Volksbank;GENODE61HAG
69091600;Volksbank Pfullendorf;GENODE61PFD
69220186;UniCredit Bank-HypoVereinbk;HYVEDEMM590
69240075;Commerzbank Singen Hohentw;COBADEFFXXX
69250035;Spk Singen-Radolfzell;SOLADES1SNG
69251445;Spk Engen-Gottmadingen;SOLADES1ENG
69251755;Sparkasse Stockach;SOLADES1STO
69270024;Deutsche Bank PGK Singen;DEUTDEDB692
69270038;Deutsche Bank Singen Hohent;DEUTDE6F692
69280035;Commerzbank Singen;DRESDEFF692
69290000;Volksbank Hegau -alt-;GENODE61SIN
69291000;Volksbank Konstanz;GENODE61RAD
69362032;Volksbank Meßkirch Raiffbk;GENODE61MES
69400000;BBk Villingen-Schwenningen;MARKDEF1694
69440007;Commerzbank Villingen-Schw;COBADEFFXXX
69440060;Commerzbank CC Villingen;COBADEFFXXX
69450065;Spk Schwarzwald-Baar;SOLADES1VSS
69451070;Spk Donaueschingen -alt-;SOLADES1DOE
69470024;Deutsche Bank PGK Villingen;DEUTDEDB694
69470039;Deutsche Bank Villingen Sch;DEUTDE6F694
69490000;VB Schwarzwald Baar Hegau;GENODE61VS1
69491700;Volksbank Triberg;GENODE61TRI
70000000;BBk München;MARKDEF1700
70010080;Postbank -Giro- München;PBNKDEFFXXX
70010111;SEB München;ESSEDE5F700
70010424;Aareal Bank;AARBDE5W700
70010500;Deutsche Pfandbriefbank;REBMDEMMXXX
70010555;Deutsche Pfandbriefbank;REBMDEMM555
70010570;Deutsche Pfandbriefbank;REBMDE7CXXX
70011100;Deutsche Kontor Grünwald;DEKTDE71001
70011110;Dt. Kontor Privatbank;DEKTDE71002
70011200;Bank Vontobel Europe;VONTDEM1XXX
70011300;Autobank Oberhaching;AUZDDEM1XXX
70011400;BfW-Bank;BFWODE71XXX
70011500;SIEMENS BANK;SIBADEMMXXX
70011700;Bankhaus von der Heydt;BVDHDEMMXXX
70011900;InterCard Taufkirchen;ICRDDE71XXX
70011910;InterCard Taufkirchen CS 10;ICRDDE71010
70011920;InterCard Taufkirchen CS 20;ICRDDE71020
70012000;UCFin München;CLABDEMMXXX
70012100;VEM Aktienbank München;VEAKDEMMXXX
70012200;Bank J. Safra Sarasin, Ffm;SRRADEM1BBK
70012300;V-Bank München;VBANDEMMXXX
70012400;Die AKTIONÄRSBANK Kulmbach;FLGMDE77XXX
70012600;Südt. Sparkasse München;SUSKDEM1XXX
70013000;ebase Aschheim;COBADEMXXXX
70013010;Ebase Aschheim;EFSGDEM1XXX
70013100;net-m privatbank 1891;BVWBDE2WXXX
70013155;net-m privatbk 1891 TRAXPAY;BVWBDE2TRAX
70013199;net-m privatbank 1891;BVWBDE2WXXX
70013400;IC Cash, Taufkirchen;CSHHDE71XXX
70013500;Bankhaus Herzogpark München;HERZDEM1XXX
70015000;Transact Berlin;TEZGDEB1XXX
70015015;transact Berlin 001;TEZGDEB1001
70015025;transact Berlin 002;TEZGDEB1002
70015035;transact Berlin 003;TEZGDEB1003
70017000;PayCenter Freising;PAGMDEM1XXX
70020270;UniCredit Bank-HypoVereinbk;HYVEDEMMXXX
70020300;Commerz Finanz München;WKVBDEM1XXX
70020500;Bank für Sozialwirtschaft;BFSWDE33MUE
70020800;INTESA SANPAOLO München;BCITDEFFMUC
70021180;UniCredit Bank-HypoVereinbk;HYVEDEMM418
70022200;Fidor Bank München;FDDODEMMXXX
70025175;UniCredit Bank-HypoVereinbk;HYVEDEMM643
70030014;Fuggerbank Augsburg;FUBKDE71MUC
70030111;Flessabank München;FLESDEMMXXX
70030300;Bankhaus Reuschel & Co -alt;CHDBDEHHXXX
70030400;Merck Finck & Co München;MEFIDEMMXXX
70030800;Bethmann Bank;DELBDE33XXX
70031000;Bankhaus Sperrer Freising;BHLSDEM1XXX
70031099;*** petaFuel Testserver;
70032500;SGKB Deutschland, München;GAKDDEM1XXX
70033100;Baaderbank Unterschleißheim;BDWBDEMMXXX
70035000;OLB (vormals Allianz Bank);OLBODEH2700
70040041;Commerzbank München;COBADEFFXXX
70040048;Commerzbank MUE GF-M48;COBADEFFXXX
70040060;Commerzbank Gf 860 München;COBADEFFXXX
70040061;Commerzbank Gf 861 München;COBADEFFXXX
70040062;Commerzbank CC München;COBADEFFXXX
70040063;Commerzbank CC München;COBADEFFXXX
70040070;Commerzbank CC SP, München;COBADEFFXXX
70045050;Commerzbank Service-BZ;COBADEFFXXX
70050000;BayernLB München;BYLADEMMXXX
70051003;Sparkasse Freising;BYLADEM1FSI
70051540;Sparkasse Dachau;BYLADEM1DAH
70051805;Kr Spk München Starnbg Ebbg;BYLADEM1EBE
70051995;Spk Erding-Dorfen;BYLADEM1ERD
70052060;Spk Landsberg-Dießen;BYLADEM1LLD
70053070;Spk Fürstenfeldbruck;BYLADEM1FFB
70054306;Spk Bad Tölz-Wolfratshausen;BYLADEM1WOR
70070010;Deutsche Bank München;DEUTDEMMXXX
70070024;Deutsche Bank PGK München;DEUTDEDBMUC
70080000;Commerzbank München;DRESDEFF700
70080056;Commerzbank Zw 56;DRESDEFF714
70080057;Commerzbk ZW 57 München;DRESDEFF724
70080085;Commerzbank ITKG3 München;DRESDEFFI55
70080086;Commerzbank ITGK4 München;DRESDEFFJ23
70080087;Commerzbank ITGK5 München;DRESDEFFJ24
70080088;Commerzbank ITGK6 München;DRESDEFFJ25
70089470;Commerzbank ITGK München;DRESDEFFI23
70089472;Commerzbank ITGK München2;DRESDEFFI45
70090100;Hausbank München;GENODEF1M04
70090124;Hausbank München Gf Wohnung;GENODEF1MU4
70090500;Sparda-Bank München;GENODEF1S04
70090606;apoBank München;DAAEDED1006
70091500;VB Raiffbk Dachau;GENODEF1DCA
70091600;VR-Bank Landsberg-Ammersee;GENODEF1DSS
70091900;VR-Bank Erding;GENODEF1EDV
70093200;VR-Bank Starnberg-Hg-Lbg;GENODEF1STH
70093400;VR-Bank Ismaning Hallb Neuf;GENODEF1ISV
70110088;Postbank -Spar- München;PBNKDEFFXXX
70110500;Münch Hypoth Bank München;MHYPDEMMXXX
70110600;UBI BANCA INT München;BEPODEMMXXX
70120100;State Street Bank München;SBOSDEMXXXX
70120400;DAB bank München;DABBDEMMXXX
70120500;CACEIS Bank Deutschland;FMBKDEMMXXX
70120600;Salzburg München Bank;RVSADEMXXXX
70120700;Oberbank München;OBKLDEMXXXX
70130700;Lenz Bank München;LENZDEM1XXX
70130799;Lenz Bank München Gf GAA;LENZDEM1XXX
70130800;Merkur Bank München;GENODEF1M06
70133300;Santander Bank München;SCFBDE33XXX
70150000;Stadtsparkasse München;SSKMDEMMXXX
70160000;DZ BANK München;GENODEFF701
70160300;Raiffbk München -alt-;GENODEF1M02
70163370;VR-Bank Fürstenfeldbruck;GENODEF1FFB
70166486;VR Bank München Land;GENODEF1OHC
70169132;Raiffbk Griesstätt-Halfing;GENODEF1HFG
70169165;Raiffbk Chiemgau-Nord-Obing;GENODEF1SBC
70169168;VR-Bank Chiemgau-Süd -alt-;GENODEF1RIW
70169186;Raiffbk Pfaffenhofen Glonn;GENODEF1ODZ
70169190;Raiffbk Tattenh Großkarol;GENODEF1GKT
70169191;Raiffbk Rupertiwinkel;GENODEF1TEI
70169195;Raiffbk Trostberg-Traunreut;GENODEF1TRU
70169310;Raiffeisenbank Alxing-Bruck;GENODEF1ALX
70169331;Raiffbk sö Starnberger See;GENODEF1SSB
70169333;Raiffbk Beuerberg-Eurasburg;GENODEF1EUR
70169351;Raiffbk Nordkreis Landsberg;GENODEF1ELB
70169356;Raiffeisenbank Erding;GENODEF1EDR
70169382;Raiffeisenbank Gilching;GENODEF1GIL
70169383;Raiffeisenbank Gmund am Teg;GENODEF1GMU
70169388;Raiffbk Haag-Gars-Maitenb;GENODEF1HMA
70169402;Raiffbk Höhenkirchen u U;GENODEF1HHK
70169410;Raiffbk Holzkirchen-Otterf;GENODEF1HZO
70169413;Raiffbk Singoldtal;GENODEF1HUA
70169450;Raiff-VB Ebersberg;GENODEF1ASG
70169459;Raiffeisenbank Mittenwald;GENODEF1MTW
70169460;Raiffbk Westkreis;GENODEF1MOO
70169464;Genossenschaftsbank;GENODEF1M07
70169465;Raiffbk München-Nord;GENODEF1M08
70169466;Raiffeisenbank München-Süd;GENODEF1M03
70169470;Raiffeisenbank München-Süd;GENODEF1GAA
70169472;Raiffbk Hallbergmoos-Neuf;GENODEF1NFA
70169474;Raiffbk NSV-NBK -alt-;GENODEF1NSV
70169476;Raiffbk -alt-;GENODEF1NBK
70169493;Raiffbk Oberschleißheim alt;GENODEF1OBS
70169505;Raiffbk Anzing-Forstern alt;GENODEF1FOA
70169509;Raiffbk Pfaffenwinkel;GENODEF1PEI
70169521;Raiffeisenbank Raisting;GENODEF1RIG
70169524;Raiffeisenbank RSA;GENODEF1RME
